1475,小川 未明,51099,泣きんぼうの話
1172,村山 籌子,44967,いぬさん　と　おねこさん
287,野呂 栄太郎,4455,平野義太郎宛書簡
305,正岡 子規,50398,夢
1095,坂口 安吾,43152,作者附記〔「火」『群像』連載第一回〕
1475,小川 未明,51685,万の死
121,新美 南吉,45090,デパートの窓
888,スティーブンソン ロバート・ルイス,45118,誰か
1763,佐藤 春夫,58825,新宮
1134,ペロー シャルル,43119,眠る森のお姫さま
121,新美 南吉,45093,乳母車
1172,村山 籌子,44944,プリンス・アド
329,楠山 正雄,43459,瓜子姫子
1154,岸田 国士,44728,飯田の町に寄す
908,坂本 竜馬,51942,手紙
129,森 鴎外,43732,寒山拾得縁起
908,坂本 竜馬,51400,手紙
908,坂本 竜馬,51842,手紙
1637,中野 鈴子,58600,母の手紙
1475,小川 未明,51028,一本の釣りざお
19,アンデルセン ハンス・クリスチャン,59322,年とったカシワの木のさいごの夢
1475,小川 未明,52104,春の日
1154,岸田 国士,44859,純粋戯曲への道
1092,グリム ヴィルヘルム・カール,59634,三人の糸くり女
83,菊池 寛,43121,アラビヤンナイト
121,新美 南吉,1754,和太郎さんと牛
1861,河井 酔茗,57430,山の歓喜
1637,中野 鈴子,59056,お前は此の頃よくねむる
1471,今野 大力,55536,形象の献辞
1403,北大路 魯山人,49986,だしの取り方
809,宮原 晃一郎,45161,幸坊の猫と鶏
329,楠山 正雄,43124,ジャックと豆の木
1154,岸田 国士,44881,「生活と文化」序
26,中原 中也,51317,寒い夜の自我像
